117.576	3.327	TARAI
117.424	2.136	TBKI
117.604	0.53	SGKI
117.209	-0.446	SMKI
116.905	-1.107	BKB
114.896	-0.942	MTKI
114.908	-1.679	DBKI
111.669716	-2.705	PBKI
116.1668	-3.3	KBKI
116.94931	1.18609	KKTKI
118.07	1.25	BUKI
115.6305	-0.0394	KUKI
116.18	-1.84	PAKI
113.4198	-1.87114	KKKKI
