127.53405074049012	0.5165140929282582	2023-07-02	06.26.15	1	
127.80027974805934	0.9687336424707708	2023-07-02	06.45.32	1	
127.36938924398068	1.2301327274503306	2023-07-02	09.40.24	1	
127.28903674031514	1.1687194542927333	2023-07-02	09.40.24	1	
127.3492877505194	1.1668764424324656	2023-07-02	09.40.25	1	
127.2507126399623	1.2245072644222168	2023-07-02	09.40.25	1	
127.18006296786945	1.1407038955017146	2023-07-02	09.40.43	1	
127.33253906927553	1.3729030606640205	2023-07-02	09.40.43	1	
127.150193862347	1.3432245839523085	2023-07-02	09.40.43	1	
127.4032267737114	1.3817599336181383	2023-07-02	09.40.43	1	
127.19902503071718	1.1497010661567355	2023-07-02	09.40.44	1	
127.30631901060453	1.2895169438347411	2023-07-02	09.40.44	1	
127.35411907198969	1.2928717232369955	2023-07-02	09.40.44	1	
127.27743926225168	1.2944432010454272	2023-07-02	09.40.44	1	
127.35444294640205	1.0412171397504186	2023-07-02	09.41.11	1	
127.37682755269854	1.050292473884102	2023-07-02	09.41.11	1	
127.34206164989445	1.2204832245297246	2023-07-02	09.41.26	1	
127.29003183721198	1.0583689468319102	2023-07-02	09.41.34	1	
127.40700052638071	0.983790756337594	2023-07-02	09.41.43	1	
127.3900698279393	0.9863223500753524	2023-07-02	09.41.43	1	
127.42650259586893	0.979128927119578	2023-07-02	09.41.43	1	
127.3780404516119	1.0052851039933348	2023-07-02	09.41.43	1	
127.38711216883227	0.9866245763628404	2023-07-02	09.41.43	1	
127.36442766132178	1.0055512123123131	2023-07-02	09.41.43	1	
127.38370046297555	0.9869221350677468	2023-07-02	09.41.43	1	
127.37527061400765	1.0054036053155533	2023-07-02	09.41.43	1	
127.38084938277488	1.0051312706869346	2023-07-02	09.41.58	1	
127.40858907615204	0.9834821447609716	2023-07-02	09.41.58	1	
127.27092893824025	0.9751537256470254	2023-07-02	09.41.58	1	
127.41296205277136	1.0009295901987565	2023-07-02	09.42.17	1	
127.42496059080788	0.9981729820935688	2023-07-02	09.42.17	1	
127.32887813832464	1.0206736865016597	2023-07-02	09.42.17	1	
127.39167614210052	1.2474501675841374	2023-07-02	09.42.28	1	
127.45442037524904	1.2216612387746526	2023-07-02	09.42.28	1	
127.37634515998592	1.068286156795761	2023-07-02	09.42.45	1	
127.26128667415811	1.0490852791414804	2023-07-02	09.42.45	1	
127.37396573312492	1.0683542765088117	2023-07-02	09.42.46	1	
127.46693404675186	1.041413104009932	2023-07-02	09.42.46	1	
127.29093201538896	1.0586082771244008	2023-07-02	09.42.46	1	
127.4169487486029	1.0459024260994376	2023-07-02	09.42.46	1	
127.384983315902	1.0498750771306624	2023-07-02	09.42.46	1	
127.42244213212028	1.0264728805411198	2023-07-02	09.43.00	1	
127.31548308817818	1.0457342048024647	2023-07-02	09.43.00	1	
127.29638539793189	1.0507384042955594	2023-07-02	09.43.00	1	
127.27787297336798	1.0454060167677224	2023-07-02	09.43.00	1	
127.31028463822403	1.0538781089649667	2023-07-02	09.43.00	1	
127.30492426234574	1.0619439937958768	2023-07-02	09.43.00	1	
127.43678142847271	1.0229019884030883	2023-07-02	09.43.00	1	
127.38658346942408	0.9776508645718522	2023-07-02	09.43.10	1	
127.39085072691162	0.977192984286089	2023-07-02	09.43.10	1	
127.43615902450368	0.9760928620784292	2023-07-02	09.43.10	1	
127.38047294121928	0.9781510488831664	2023-07-02	09.43.10	1	
127.32851616383954	0.99331488630242	2023-07-02	09.43.10	1	
127.39163854377554	0.9770986329124588	2023-07-02	09.43.10	1	
127.39550380114125	1.121154738720603	2023-07-02	09.43.22	1	
127.39940273755404	1.1208109139543645	2023-07-02	09.43.22	1	
127.26272330329874	1.125340906446083	2023-07-02	09.43.22	1	
127.31801321166564	1.1370820425377244	2023-07-02	09.43.22	1	
127.32113837690784	1.1465357518688968	2023-07-02	09.43.22	1	
127.57264765144716	1.1711593226230164	2023-07-02	09.43.49	1	
127.30251571669667	1.216553793501862	2023-07-02	09.43.49	1	
127.18732846149544	1.1935912808742868	2023-07-02	09.43.49	1	
127.36290624661623	1.3109760336331386	2023-07-02	09.44.05	1	
127.37146876116306	1.3109678149528057	2023-07-02	09.44.05	1	
127.26881014362802	1.13638400937819	2023-07-02	09.44.14	1	
127.3810304410536	1.1310391221406415	2023-07-02	09.44.14	1	
127.34162862430053	1.1034322556303775	2023-07-02	09.44.36	1	
127.29545135431307	1.105849965285655	2023-07-02	09.44.36	1	
127.37276180372976	1.086351344224204	2023-07-02	09.44.36	1	
127.38833222306656	1.085663418986163	2023-07-02	09.44.37	1	
127.32454421909364	1.1016970408731028	2023-07-02	09.44.37	1	
127.4320781749109	1.3522312038903292	2023-07-02	09.44.44	1	
127.39295191132813	1.3643054884561543	2023-07-02	09.44.44	1	
127.38861600318094	1.2206213419398912	2023-07-02	09.45.00	1	
127.32423526933349	1.2191492299296147	2023-07-02	09.45.00	1	
127.321396363378	0.9365672643503968	2023-07-02	09.45.16	1	
127.37559057885404	0.9604352248193156	2023-07-02	09.45.16	1	
127.34775973371823	0.9687227735088646	2023-07-02	09.45.16	1	
127.45843811669444	0.9159168991338806	2023-07-02	09.45.28	1	
127.36363124891096	0.9426528572556055	2023-07-02	09.45.28	1	
127.42647336209548	0.9414201110215016	2023-07-02	09.45.28	1	
127.38009288311558	0.9421513922321956	2023-07-02	09.45.28	1	
127.32153107837088	0.9178916208785286	2023-07-02	09.45.28	1	
127.31203498281198	0.9146082260665824	2023-07-02	09.45.28	1	
127.38409841907809	0.9417879500706744	2023-07-02	09.45.28	1	
127.36135124912852	1.0594116942318383	2023-07-02	09.45.42	1	
127.26889708959254	1.0134725640121791	2023-07-02	09.45.43	1	
127.27871083018672	1.0172168197650322	2023-07-02	09.45.43	1	
127.38381900755957	1.049949342612826	2023-07-02	09.45.43	1	
127.4418872274913	1.1874561322491215	2023-07-02	09.45.47	1	
127.3435383523037	1.1935742365817494	2023-07-02	09.45.47	1	
127.25844097860336	1.290841722718073	2023-07-02	09.46.04	1	
127.19045686791512	1.233591964408917	2023-07-02	09.46.04	1	
127.62408346777136	1.2353199510839248	2023-07-02	09.46.05	1	
